Label,Degree,PageRank,Eigenvector Centrality
fthecave,0,0.0,0.0
MichaelFerguson,0,0.0,0.0
DangerPenguin,0,0.0,0.0
jwill259,1,8.114785345920482E-4,0.0
KKyle,0,0.0,0.0
tonyt90210,0,0.0,0.0
thebluemike,0,0.0,0.0
cgs268,7,8.114785345920482E-4,0.0
Curmudgeon,0,0.0,0.0
RobinB78,0,0.0,0.0
HoldenCaulfieldd,0,0.0,0.0
EllenBrownPosner,0,0.0,0.0
Liuyanlly,0,0.0,0.0
wasscubed,0,0.0,0.0
NathanAlpaugh,0,0.0,0.0
koolinus,0,0.0,0.0
itechieguy,0,0.0,0.0
Beezle Grunk,3,8.114785345920482E-4,0.0
dorjesyber,12,8.114785345920482E-4,0.0
msean101,0,0.0,0.0
AmirEmami,0,0.0,0.0
SaveGReader,0,0.0,0.0
cmotdibbl3r,0,0.0,0.0
ScamperRobinson,3,8.114785345920482E-4,0.0
Transam,0,0.0,0.0
56oval,0,0.0,0.0
JR,5,8.114785345920482E-4,0.0
chrisrosa,0,0.0,0.0
ChrisRagan,0,0.0,0.0
Kylerjai,0,0.0,0.0
bluspacecow,0,0.0,0.0
stevenjames,0,0.0,0.0
FrancescaCavallo,0,0.0,0.0
Foren,4,8.114785345920482E-4,0.0
konkrypton,3,8.114785345920482E-4,0.0
JmeSaunders,0,0.0,0.0
John Smith,0,0.0,0.0
Ronen,0,0.0,0.0
splatnik,0,0.0,0.0
Campbell,0,0.0,0.0
x2009bot,0,0.0,0.0
phayke,0,0.0,0.0
MacSteve75,6,8.114785345920482E-4,0.0
AFS,0,0.0,0.0
harothberg,3,8.114785345920482E-4,0.0
New_User99,1,8.114785345920482E-4,0.0
TheAppleogist,0,0.0,0.0
CameronTalley,0,0.0,0.0
YosoyunSoretito,4,8.114785345920482E-4,0.0
DavidSchur,0,0.0,0.0
josephfinn,0,0.0,0.0
BoiseEd,0,0.0,0.0
jklundell,0,0.0,0.0
xxp84,2,8.114785345920482E-4,0.0
digitalkid56,0,0.0,0.0
markpurser,6,8.114785345920482E-4,0.0
oliver,0,0.0,0.0
palmzealot,0,0.0,0.0
aaronhurley,3,8.114785345920482E-4,0.0
sean2,0,0.0,0.0
jennysmith,0,0.0,0.0
sendtofmc,0,0.0,0.0
Shawn3B,0,0.0,0.0
MikeTRose1,2,8.114785345920482E-4,0.0
fuquer767,0,0.0,0.0
unknown,0,0.0,0.0
seosaiideal,0,0.0,0.0
shoaib9026,0,0.0,0.0
dheerajverma420,0,0.0,0.0
Tymanbrew,0,0.0,0.0
BenSmith,0,0.0,0.0
iceweasel69,0,0.0,0.0
Timesheetmaster,0,0.0,0.0
ryan1,0,0.0,0.0
tdarcyevans,9,8.114785345920482E-4,0.0
CoryImdieke,0,0.0,0.0
Mac,8,8.114785345920482E-4,0.0
Michael3,0,0.0,0.0
the_headhoncho,0,0.0,0.0
BarryCrayon1,0,0.0,0.0
nightsd02,2,8.114785345920482E-4,0.0
puhsitch,14,8.114785345920482E-4,0.0
DuafDk,4,8.114785345920482E-4,0.0
DR,7,8.114785345920482E-4,0.0
AdamMichael,0,0.0,0.0
JS,0,0.0,0.0
ScottLunsford,4,8.114785345920482E-4,0.0
xstevemurphy,0,0.0,0.0
BondJohnBond,1,8.114785345920482E-4,0.0
BonT_00,0,0.0,0.0
trishathomas789,0,0.0,0.0
Chris....,0,0.0,0.0
rustybaum,0,0.0,0.0
jcostom,0,0.0,0.0
pj,0,0.0,0.0
nwpappas,0,0.0,0.0
redfood,4,8.114785345920482E-4,0.0
RyTheTechGuy,0,0.0,0.0
HenkPoley,0,0.0,0.0
nrturner,0,0.0,0.0
PaulWharff,0,0.0,0.0
bchroneos,0,0.0,0.0
JustinThornton,0,0.0,0.0
nomaded,0,0.0,0.0
Siemoendo,0,0.0,0.0
LanceSorrels1,0,0.0,0.0
kay,0,0.0,0.0
msalmonse,0,0.0,0.0
JustinWinchester,0,0.0,0.0
ChristopherWatson,0,0.0,0.0
MarblePeak,7,8.114785345920482E-4,0.0
suyn,0,0.0,0.0
TJLuoma1,1,8.114785345920482E-4,0.0
ekf,0,0.0,0.0
AndreH,9,8.114785345920482E-4,0.0
mikehild,14,8.114785345920482E-4,0.0
ristotreksler,5,8.114785345920482E-4,0.0
tonyhue,0,0.0,0.0
jamesnorton,0,0.0,0.0
FatSquirrel,0,0.0,0.0
ratliff_thomas,0,0.0,0.0
emlyn,0,0.0,0.0
james.sumners,0,0.0,0.0
Eddie.R,0,0.0,0.0
nghtstr,0,0.0,0.0
Provoker,0,0.0,0.0
andsoitgoes,0,0.0,0.0
Paul2,0,0.0,0.0
rayfilwong,0,0.0,0.0
ErikStenson,0,0.0,0.0
Helios,0,0.0,0.0
outie,0,0.0,0.0
jeffqchen,2,8.114785345920482E-4,0.0
weblackey,5,8.114785345920482E-4,0.0
JonathanAldrich,0,0.0,0.0
PutinasPiliponis,0,0.0,0.0
Jon808517,4,8.114785345920482E-4,0.0
DavidGregoryLee,0,0.0,0.0
CindySamco,0,0.0,0.0
msilverman,0,0.0,0.0
deviladv,0,0.0,0.0
henryhbk,3,8.114785345920482E-4,0.0
coolaccent,0,0.0,0.0
JasonSewell,0,0.0,0.0
Muadibe,2,8.114785345920482E-4,0.0
NetMage,0,0.0,0.0
boogie,0,0.0,0.0
TruthCopy,7,8.114785345920482E-4,0.0
wbeem,4,8.114785345920482E-4,0.0
putgarbagehere,3,8.114785345920482E-4,0.0
eyhk,0,0.0,0.0
toddisbn,0,0.0,0.0
bigbigbang0723,0,0.0,0.0
JamesHough,0,0.0,0.0
JoshuaPaulBoram,0,0.0,0.0
mrengles,0,0.0,0.0
adjwilli,0,0.0,0.0
Keith Trochta,0,0.0,0.0
rick1,0,0.0,0.0
NA,0,0.0,0.0
bobcubsfan,6,8.114785345920482E-4,0.0
DelmarJackson,0,0.0,0.0
Reece,0,0.0,0.0
Markie,0,0.0,0.0
jerkassstore,0,0.0,0.0
G.v,0,0.0,0.0
plotinus99,0,0.0,0.0
jacob.binek,0,0.0,0.0
26fm65,0,0.0,0.0
TimmyChong,0,0.0,0.0
opxmadness,0,0.0,0.0
shannondoak,0,0.0,0.0
BradStew,0,0.0,0.0
howard1,3,8.114785345920482E-4,0.0
nmorea,0,0.0,0.0
RaRe,0,0.0,0.0
Piddle,0,0.0,0.0
bgibson72,0,0.0,0.0
tinleytime,0,0.0,0.0
DigitalNative,0,0.0,0.0
streetheat653,0,0.0,0.0
cujoyyc,0,0.0,0.0
LiamWallis,0,0.0,0.0
jamie1,0,0.0,0.0
JustinTylerMoore,0,0.0,0.0
Chuck_Messier,0,0.0,0.0
M6,0,0.0,0.0
WerdnaSivad,0,0.0,0.0
slade_300,0,0.0,0.0
JayGoncalves,0,0.0,0.0
ShaanDeen,0,0.0,0.0
GabrielPrieto,0,0.0,0.0
DarrenMycroft,0,0.0,0.0
beyerch,0,0.0,0.0
crossix,0,0.0,0.0
smith288,7,8.114785345920482E-4,0.0
Bizza,0,0.0,0.0
JacobBrashears,0,0.0,0.0
xecretcode,0,0.0,0.0
Commenter,0,0.0,0.0
MelLeCompteJr.,0,0.0,0.0
uwishprod,0,0.0,0.0
ajones10,0,0.0,0.0
mdanihy,0,0.0,0.0
kwadjan,0,0.0,0.0
rafael.archuleta,0,0.0,0.0
goulderic,0,0.0,0.0
John10,0,0.0,0.0
KenTrammel,0,0.0,0.0
MichaelJohnson,0,0.0,0.0
ccobb123,0,0.0,0.0
JohnMattos,1,8.114785345920482E-4,0.0
craignapolitano,0,0.0,0.0
NiclasDahlgren,0,0.0,0.0
iancampbell2010,0,0.0,0.0
VET03,0,0.0,0.0
GamerChase,3,8.114785345920482E-4,0.0
kootenayredneck,0,0.0,0.0
sze,0,0.0,0.0
sebthedev,0,0.0,0.0
teoyaomquite,0,0.0,0.0
Rod1,0,0.0,0.0
camera31,0,0.0,0.0
ameen.tech,0,0.0,0.0
DavidGengler,0,0.0,0.0
subhasree.halder11,0,0.0,0.0
BeyondtheTech,7,8.114785345920482E-4,0.0
johnmackay13,0,0.0,0.0
djrobbase,0,0.0,0.0
airmanchairman1,3,8.114785345920482E-4,0.0
xStatiCa,0,0.0,0.0
abe777,0,0.0,0.0
R,1,8.114785345920482E-4,0.0
akinnie,0,0.0,0.0
Drovla,0,0.0,0.0
mrstrat,9,8.114785345920482E-4,0.0
wheat,5,8.114785345920482E-4,0.0
ElCharismo,0,0.0,0.0
CSWBusiness@mac.com,0,0.0,0.0
TheSkinsFactory,0,0.0,0.0
VKMTUAW,6,8.114785345920482E-4,0.0
joewalnes,0,0.0,0.0
CodyRogers,0,0.0,0.0
JonathanHendry,0,0.0,0.0
DicconTowns,0,0.0,0.0
Anthony2,0,0.0,0.0
andes.dad,0,0.0,0.0
ericasadun,1,8.114785345920482E-4,0.0
craigeley,0,0.0,0.0
mbezzo,0,0.0,0.0
jkazules,1,8.114785345920482E-4,0.0
thelongmile,0,0.0,0.0
ixloc,0,0.0,0.0
martinb,1,8.114785345920482E-4,0.0
sojourner4869,0,0.0,0.0
avalonian,3,8.114785345920482E-4,0.0
VeraComment,5,8.114785345920482E-4,0.0
GiacomoGustatili,0,0.0,0.0
JeffMcMorris,0,0.0,0.0
boardin1,0,0.0,0.0
gavinleeharris,0,0.0,0.0
Darrell.Wilson,0,0.0,0.0
ATLJohn,0,0.0,0.0
smkatz,3,8.114785345920482E-4,0.0
JustDlBetty,0,0.0,0.0
isthisreallybad,0,0.0,0.0
brianwelch78,0,0.0,0.0
aphonic,0,0.0,0.0
galadriann,0,0.0,0.0
Moeskido,0,0.0,0.0
iGlad,4,8.114785345920482E-4,0.0
jacesgrammie,4,8.114785345920482E-4,0.0
RanoOnay,0,0.0,0.0
JJHicks,0,0.0,0.0
RobBuckhouse,0,0.0,0.0
RussellBrown,0,0.0,0.0
dickrobinson@mac.com,0,0.0,0.0
Stars_Fan,0,0.0,0.0
RJHComputers,0,0.0,0.0
byrontwilley,0,0.0,0.0
stanflack,0,0.0,0.0
whogavethem,0,0.0,0.0
modernscientist,0,0.0,0.0
rocrusso,0,0.0,0.0
tnargus,0,0.0,0.0
GregMaiser,0,0.0,0.0
vmarks,0,0.0,0.0
CoryJosue,0,0.0,0.0
thomasball14,0,0.0,0.0
joe.debono,0,0.0,0.0
uterming,0,0.0,0.0
vkmcvey183918,0,0.0,0.0
truehybridx,6,8.114785345920482E-4,0.0
proudpittalum,0,0.0,0.0
icerabbitje,4,8.114785345920482E-4,0.0
VGISoftware,4,8.114785345920482E-4,0.0
mannyv,0,0.0,0.0
jkwatson,0,0.0,0.0
nsennett,0,0.0,0.0
GeoffBest,0,0.0,0.0
MichaelStacey,0,0.0,0.0
tony.rosner,0,0.0,0.0
JayParalejas,0,0.0,0.0
noniazure,0,0.0,0.0
dannys1@mac.com,0,0.0,0.0
Buck,0,0.0,0.0
stabakovich,9,8.114785345920482E-4,0.0
BonesZones,0,0.0,0.0
TonyFarson,3,8.114785345920482E-4,0.0
Snow Leopard,0,0.0,0.0
henri.laukka,0,0.0,0.0
wizardcomrc,3,8.114785345920482E-4,0.0
macfreakbudda,7,8.114785345920482E-4,0.0
loup4071,2,8.114785345920482E-4,0.0
KagakuGakusei,0,0.0,0.0
krisna.visnu,0,0.0,0.0
Arnold,3,8.114785345920482E-4,0.0
steven,6,8.114785345920482E-4,0.0
Gary_BBGames,2,8.114785345920482E-4,0.0
Rest of the world,0,0.0,0.0
crisss1205,4,8.114785345920482E-4,0.0
CoolApps,0,0.0,0.0
HobbesDoo,10,8.114785345920482E-4,0.0
jasperlock,0,0.0,0.0
petereit,0,0.0,0.0
celticheart1225,0,0.0,0.0
alangoldb,0,0.0,0.0
John Rodeman,0,0.0,0.0
BrentClark,0,0.0,0.0
tkamps,0,0.0,0.0
altius_rup,0,0.0,0.0
nobodyweird,0,0.0,0.0
JackErnestMcLean,3,8.114785345920482E-4,0.0
teng029,0,0.0,0.0
nomadcoder,0,0.0,0.0
stobblehouse,0,0.0,0.0
RobertPerez1,8,8.114785345920482E-4,0.0
NorCal Explorer,4,8.114785345920482E-4,0.0
john_brooks,0,0.0,0.0
professordwight,0,0.0,0.0
leehammondphoto,2,8.114785345920482E-4,0.0
Charles.,0,0.0,0.0
SabaShah,0,0.0,0.0
Duder,1,8.114785345920482E-4,0.0
philipshon,0,0.0,0.0
adt7771,0,0.0,0.0
DianeScott,0,0.0,0.0
jeffkeyz,0,0.0,0.0
Troy1,0,0.0,0.0
beacantor,0,0.0,0.0
voloftn,0,0.0,0.0
whooey,0,0.0,0.0
JamesReynolds,0,0.0,0.0
louieavi,0,0.0,0.0
ZacharyKeller,3,8.114785345920482E-4,0.0
trinderjoe,0,0.0,0.0
sweasler,0,0.0,0.0
ixDiego,0,0.0,0.0
DickApplebaum,1,8.114785345920482E-4,0.0
RobDubbleU,0,0.0,0.0
sethmeisterg,5,8.114785345920482E-4,0.0
khkremer,0,0.0,0.0
ykwwbc,0,0.0,0.0
SkylerNelson,0,0.0,0.0
posnovis,0,0.0,0.0
onewatt,0,0.0,0.0
ric.alonso,0,0.0,0.0
AdamRoss,3,8.114785345920482E-4,0.0
GilbertRoss9,2,8.114785345920482E-4,0.0
nevember,0,0.0,0.0
JoshuaPingley,0,0.0,0.0
Miso,0,0.0,0.0
thegooch,0,0.0,0.0
GaryDorrough,0,0.0,0.0
snuggles,0,0.0,0.0
tk.schultheis,0,0.0,0.0
thnkco,0,0.0,0.0
NikieLima,0,0.0,0.0
lytapro6,0,0.0,0.0
PeterDrier,1,8.114785345920482E-4,0.0
dre180,0,0.0,0.0
LarryRohling,0,0.0,0.0
whoopn,0,0.0,0.0
brian.stube,0,0.0,0.0
gittenlucky,0,0.0,0.0
aaron,0,0.0,0.0
TheCastro,5,8.114785345920482E-4,0.0
pjharvey24,0,0.0,0.0
sdrthedj,0,0.0,0.0
eelinow,0,0.0,0.0
ClaytonRandall,2,8.114785345920482E-4,0.0
billyrazzle,10,8.114785345920482E-4,0.0
athensaustrian,0,0.0,0.0
kevglobal,0,0.0,0.0
AValive,0,0.0,0.0
chrisands,0,0.0,0.0
BradBrock,0,0.0,0.0
TonganNinja,2,8.114785345920482E-4,0.0
chrislykins,0,0.0,0.0
tonypittman,0,0.0,0.0
Wildcat_1,0,0.0,0.0
MatthewCrawford,0,0.0,0.0
bonobob,4,8.114785345920482E-4,0.0
tattooeddude21,0,0.0,0.0
cameronallanowens,0,0.0,0.0
jaredstarblade,0,0.0,0.0
wskyindjar,5,8.114785345920482E-4,0.0
CyberData4,0,0.0,0.0
david.tommey,0,0.0,0.0
elmofudd451f,0,0.0,0.0
EmptyAvatar,0,0.0,0.0
SmellsLikeWind,0,0.0,0.0
KakitaUffa,0,0.0,0.0
tony_simek,5,8.114785345920482E-4,0.0
mclifford82,6,8.114785345920482E-4,0.0
stevensande,1,8.114785345920482E-4,0.0
DanielPrice,0,0.0,0.0
seanpat05,0,0.0,0.0
robbywraith,0,0.0,0.0
DonaldFrazier,0,0.0,0.0
Donelop,0,0.0,0.0
FlorBogs,0,0.0,0.0
mauorozco,0,0.0,0.0
E,0,0.0,0.0
Jontyc93,0,0.0,0.0
airmanchairman,7,8.114785345920482E-4,0.0
djoaniel,0,0.0,0.0
Chris1,0,0.0,0.0
rocknroll819,2,8.114785345920482E-4,0.0
Jim1,0,0.0,0.0
jediuk64,0,0.0,0.0
jashsayani,0,0.0,0.0
Rcarnes,0,0.0,0.0
RobSmithson,0,0.0,0.0
M_thoroughbred,0,0.0,0.0
aircavalry,0,0.0,0.0
Henry1,0,0.0,0.0
AdamOsborne1D,0,0.0,0.0
troy.overton,0,0.0,0.0
mahesh,0,0.0,0.0
NickWNOLA,0,0.0,0.0
UnderpantsGnome,0,0.0,0.0
Jason2,5,8.114785345920482E-4,0.0
ScoobyCarolan,0,0.0,0.0
onetiredbastard,0,0.0,0.0
spudboy9423,0,0.0,0.0
MatthewChaseRuffino,0,0.0,0.0
macserv,10,8.114785345920482E-4,0.0
bensisko,0,0.0,0.0
crenelle,0,0.0,0.0
dougonics,0,0.0,0.0
mikbe.tk,0,0.0,0.0
shippo0708,0,0.0,0.0
Scott3,0,0.0,0.0
A.J.Falbo,0,0.0,0.0
brittag,0,0.0,0.0
FabioF.Lima,0,0.0,0.0
liquidwolverine,0,0.0,0.0
nunyabinez,0,0.0,0.0
oldwiz66,0,0.0,0.0
Sinnix,0,0.0,0.0
Marcello,8,8.114785345920482E-4,0.0
gowerstreet,0,0.0,0.0
zeflash,0,0.0,0.0
impiaaa,0,0.0,0.0
Jodifish,0,0.0,0.0
salvodan,0,0.0,0.0
meadorqb,0,0.0,0.0
gkdotclass,0,0.0,0.0
Collin,3,8.114785345920482E-4,0.0
NealCostello,1,8.114785345920482E-4,0.0
DanAldrinOslo,0,0.0,0.0
StephenDore,0,0.0,0.0
jleetj,0,0.0,0.0
Zagorath,0,0.0,0.0
JasonDanforth,0,0.0,0.0
justrhysism,4,8.114785345920482E-4,0.0
likkieoz,0,0.0,0.0
welchb,3,8.114785345920482E-4,0.0
pizazzwp,0,0.0,0.0
MoulayJadid,0,0.0,0.0
ladyguenivere,8,8.114785345920482E-4,0.0
joseison,0,0.0,0.0
longdrive34,0,0.0,0.0
rwbwinski,3,8.114785345920482E-4,0.0
Bernie -,0,0.0,0.0
macopotamus,0,0.0,0.0
neilgall,0,0.0,0.0
telmonks,0,0.0,0.0
thep14gue,0,0.0,0.0
T2,0,0.0,0.0
bammerman51,0,0.0,0.0
JackMayfield,0,0.0,0.0
skolla1,0,0.0,0.0
mortenthorpe,5,8.114785345920482E-4,0.0
toddscarbonexistence,0,0.0,0.0
JoshHodas,0,0.0,0.0
JBSlough,3,8.114785345920482E-4,0.0
subs,0,0.0,0.0
opaque2,3,8.114785345920482E-4,0.0
hodgemeyer,0,0.0,0.0
blundin,0,0.0,0.0
amacaday,2,8.114785345920482E-4,0.0
aspiehler,1,8.114785345920482E-4,0.0
anthony.arsenal6,0,0.0,0.0
mikegreiling,0,0.0,0.0
Tkf530,0,0.0,0.0
kitesurfjerry,0,0.0,0.0
daniel,0,0.0,0.0
stanish,0,0.0,0.0
marjohn.vidallon,0,0.0,0.0
KenHaggerty,0,0.0,0.0
Jenny1,0,0.0,0.0
jhumroo,0,0.0,0.0
EBone,0,0.0,0.0
Wumpus,0,0.0,0.0
eXodes,0,0.0,0.0
H. Streeter,0,0.0,0.0
Amalia58,0,0.0,0.0
madsci3nce,0,0.0,0.0
dtb200,4,8.114785345920482E-4,0.0
jean4337,0,0.0,0.0
kenia991,0,0.0,0.0
auraofair,0,0.0,0.0
ablestmage,0,0.0,0.0
Lisa,0,0.0,0.0
J Roy,0,0.0,0.0
TomWilkinson,0,0.0,0.0
CraigStanton,0,0.0,0.0
crichton007,0,0.0,0.0
ColeKurkowski,7,8.114785345920482E-4,0.0
jackbarkertech,0,0.0,0.0
TonyWard,0,0.0,0.0
dad,0,0.0,0.0
frankozaki,0,0.0,0.0
me,8,8.114785345920482E-4,0.0
vegetables22,7,8.114785345920482E-4,0.0
ArnoldGalinato,0,0.0,0.0
LouieCampagna,2,8.114785345920482E-4,0.0
PatrickWong,0,0.0,0.0
LouieGluefish,0,0.0,0.0
ebonenberg,0,0.0,0.0
JimMitchell,3,8.114785345920482E-4,0.0
David in Houston,0,0.0,0.0
RogervanErven,0,0.0,0.0
shahrum,0,0.0,0.0
StevenFisher,0,0.0,0.0
KevinKeane,0,0.0,0.0
buyhonest,0,0.0,0.0
PaymeSignachek,0,0.0,0.0
justrhysism1,0,0.0,0.0
SalmanAhmed,0,0.0,0.0
bibleverse1,5,8.114785345920482E-4,0.0
JoshuaWalley,0,0.0,0.0
AndrewJohn,3,8.114785345920482E-4,0.0
BrianAPeat,0,0.0,0.0
uzerzero,0,0.0,0.0
IveyWest,0,0.0,0.0
BstnGrant,0,0.0,0.0
ElderNorm,3,8.114785345920482E-4,0.0
jaredmt73,0,0.0,0.0
MichaelLumb,0,0.0,0.0
kie,0,0.0,0.0
butyourecooltoo,0,0.0,0.0
RobertLatterman,0,0.0,0.0
GeorgeneBernatz,0,0.0,0.0
aaron.bynum,0,0.0,0.0
PatrickKormann,4,8.114785345920482E-4,0.0
imoody,0,0.0,0.0
JB,0,0.0,0.0
taniosb,10,8.114785345920482E-4,0.0
jamierytlewski,0,0.0,0.0
HTCButterfly,0,0.0,0.0
CyFanJeff,0,0.0,0.0
PcdoctornewyorkPcdoctor,0,0.0,0.0
AnaRech,0,0.0,0.0
robertengland,0,0.0,0.0
joclydes008,0,0.0,0.0
PaulGNewton,0,0.0,0.0
hitechjeff,6,8.114785345920482E-4,0.0
THEROAMIES,0,0.0,0.0
funjon,0,0.0,0.0
KGMonteith,0,0.0,0.0
hq1994,0,0.0,0.0
jason_,0,0.0,0.0
metric152,0,0.0,0.0
BrianStark,0,0.0,0.0
mohibirth01,0,0.0,0.0
gomez,0,0.0,0.0
jwang12,0,0.0,0.0
bakarangerone,0,0.0,0.0
lickitysplit28,0,0.0,0.0
LeonWilliamson,0,0.0,0.0
JoeyMendoza,0,0.0,0.0
DonnaWalker,0,0.0,0.0
AlanChiras,0,0.0,0.0
Andrew_N,0,0.0,0.0
PatrickRyan,0,0.0,0.0
Callum,0,0.0,0.0
Mahtab01,0,0.0,0.0
daewootech,3,8.114785345920482E-4,0.0
adam3,3,8.114785345920482E-4,0.0
dinoskeye,0,0.0,0.0
josef.d.lange,0,0.0,0.0
markybettencourt,0,0.0,0.0
technoxious,0,0.0,0.0
hypergaby,0,0.0,0.0
boomer0127,7,8.114785345920482E-4,0.0
Peter,7,8.114785345920482E-4,0.0
KentoIto,0,0.0,0.0
nickbrawne,0,0.0,0.0
MarkKe,0,0.0,0.0
vinjah,1,8.114785345920482E-4,0.0
MatthewKelling,0,0.0,0.0
kejeza,0,0.0,0.0
jakebechtold,0,0.0,0.0
paulcoghill,0,0.0,0.0
anthony.visceglia,0,0.0,0.0
purplemaize,0,0.0,0.0
VivianAranha,0,0.0,0.0
kit.akil,0,0.0,0.0
fitzyjoe,0,0.0,0.0
jwilker,0,0.0,0.0
guitarkiddd,0,0.0,0.0
John Doe,0,0.0,0.0
TheGT,0,0.0,0.0
pezworld,0,0.0,0.0
res08hao1,3,8.114785345920482E-4,0.0
awkkk2,6,8.114785345920482E-4,0.0
tehphar,0,0.0,0.0
James5,5,8.114785345920482E-4,0.0
DustinDawes,2,8.114785345920482E-4,0.0
FahdArshad,0,0.0,0.0
ZackBartow,0,0.0,0.0
TheNewiPadBlog,0,0.0,0.0
jameydavis,0,0.0,0.0
michael.corliss,0,0.0,0.0
dwc19811,1,8.114785345920482E-4,0.0
SimonLong,0,0.0,0.0
MarkGraver,0,0.0,0.0
ilya,0,0.0,0.0
grahamj,3,8.114785345920482E-4,0.0
abaronofsky,0,0.0,0.0
kboggs1,0,0.0,0.0
mike.levinstein,0,0.0,0.0
crashingechelon,3,8.114785345920482E-4,0.0
ag4eng1,13,8.114785345920482E-4,0.0
chronovii,0,0.0,0.0
YvetteWoodSharpe,0,0.0,0.0
BenjaminBoyd,1,8.114785345920482E-4,0.0
koozman,0,0.0,0.0
MyronMarvin,5,8.114785345920482E-4,0.0
Anno,0,0.0,0.0
sahilmalik,0,0.0,0.0
DanCMos,2,8.114785345920482E-4,0.0
RojMaj,0,0.0,0.0
ipostscores,0,0.0,0.0
BenShapiro1,2,8.114785345920482E-4,0.0
MPercentTwentyM,2,8.114785345920482E-4,0.0
melissaschahim,0,0.0,0.0
KeatonTech,0,0.0,0.0
RyanC,0,0.0,0.0
Extensor,0,0.0,0.0
alderud,0,0.0,0.0
ejames429,0,0.0,0.0
blancoarnau,0,0.0,0.0
Roo,0,0.0,0.0
kevkulbacki,0,0.0,0.0
ashleyzofcak,0,0.0,0.0
OanaPeÅ£a,0,0.0,0.0
Glitch82,0,0.0,0.0
LisaGrant,0,0.0,0.0
mgrad92,0,0.0,0.0
BullsFan2819,0,0.0,0.0
Peregrine,0,0.0,0.0
Bhuttman1,0,0.0,0.0
dvdphn,0,0.0,0.0
Matthew D,0,0.0,0.0
myklreinhart,0,0.0,0.0
kevin__ford,0,0.0,0.0
builtinoneday,0,0.0,0.0
MegsLeigh,1,8.114785345920482E-4,0.0
atropus,0,0.0,0.0
VikkiKing88,0,0.0,0.0
randy.duran,0,0.0,0.0
AlejandroEscobell,0,0.0,0.0
iKitesurf,0,0.0,0.0
andybaird,7,8.114785345920482E-4,0.0
randykato,0,0.0,0.0
GJCIO,0,0.0,0.0
John_Matthews,0,0.0,0.0
shelbystripes,0,0.0,0.0
rajseshadri42,1,8.114785345920482E-4,0.0
dwdillard,0,0.0,0.0
JeffPodraza1,3,8.114785345920482E-4,0.0
b4it,0,0.0,0.0
mobilecloudsrvc,0,0.0,0.0
alignwebsolutions,0,0.0,0.0
johnmueller,0,0.0,0.0
kylem1701,0,0.0,0.0
groberts1980,7,8.114785345920482E-4,0.0
makeme1witheverything,0,0.0,0.0
disiliquent,7,8.114785345920482E-4,0.0
macxprt,0,0.0,0.0
BenjaminRoethig,0,0.0,0.0
luisfuku,0,0.0,0.0
David10,0,0.0,0.0
huth.sebastian,0,0.0,0.0
tcj226,0,0.0,0.0
thequinntaylor,3,8.114785345920482E-4,0.0
rachs.three,0,0.0,0.0
micahodhner,0,0.0,0.0
beardude619,0,0.0,0.0
blakemayerle,6,8.114785345920482E-4,0.0
SimonBeattie,0,0.0,0.0
asbjornu,0,0.0,0.0
Eztips,0,0.0,0.0
JamesMoore,0,0.0,0.0
BrettLee,0,0.0,0.0
GyveSafavi,0,0.0,0.0
UzairMalik,4,8.114785345920482E-4,0.0
PSelby,0,0.0,0.0
JohnMarkPainter,0,0.0,0.0
Steve11,0,0.0,0.0
Kiserem,0,0.0,0.0
drumrobot,5,8.114785345920482E-4,0.0
MichaelLindahl,0,0.0,0.0
kmckernan,0,0.0,0.0
GeoHellyar,3,8.114785345920482E-4,0.0
GregoryPleau,0,0.0,0.0
joshlong56,0,0.0,0.0
MichelleWRowan,0,0.0,0.0
JustHouse,1,8.114785345920482E-4,0.0
karmicforce,1,8.114785345920482E-4,0.0
PhilipCharlesCohen,2,8.114785345920482E-4,0.0
krisgriffiths75,0,0.0,0.0
JanetRego,0,0.0,0.0
scottl,0,0.0,0.0
hongziyang,0,0.0,0.0
Presence,0,0.0,0.0
jeremyan,0,0.0,0.0
tansaucj,0,0.0,0.0
BerntMÃ¥nsson,1,8.114785345920482E-4,0.0
84jabarrett,0,0.0,0.0
scottcitron,0,0.0,0.0
WillyPimentel,0,0.0,0.0
handygeek,0,0.0,0.0
Joe,0,0.0,0.0
JasonStoff,0,0.0,0.0
jemaleddin,0,0.0,0.0
orc4hire,0,0.0,0.0
HughesNet,4,8.114785345920482E-4,0.0
ChiBinhGnad,0,0.0,0.0
Spannyr,0,0.0,0.0
KennethOlufemiKerry,0,0.0,0.0
KhuzaimaIsmail,0,0.0,0.0
dextermk,4,8.114785345920482E-4,0.0
AnilGowda,0,0.0,0.0
Str,0,0.0,0.0
grongus1,0,0.0,0.0
RobertHorvat,0,0.0,0.0
TheChoketownDangler,0,0.0,0.0
KevinNeal1,1,8.114785345920482E-4,0.0
AndrewVonPeltIII,3,8.114785345920482E-4,0.0
Sin Oblak,0,0.0,0.0
jhhl,0,0.0,0.0
NobiggiFingerstrap,1,8.114785345920482E-4,0.0
oneblessedguy,0,0.0,0.0
owenkelly,0,0.0,0.0
Leoncio,0,0.0,0.0
JuViewmytv,0,0.0,0.0
qeegjohn,0,0.0,0.0
dibabear,0,0.0,0.0
trevj,0,0.0,0.0
BizarreFoodie2,6,8.114785345920482E-4,0.0
AzuraNor,0,0.0,0.0
Shasti,0,0.0,0.0
iPhoneCases,0,0.0,0.0
